temperature,visibility,precipitation,year,month,day,hour,snow,heavy_snow,rain,heavy_rain
5.6,16.1,0.0,2016,1,1,0,False,False,False,False
5.6,16.1,0.0,2016,1,1,1,False,False,False,False
5.6,16.1,0.0,2016,1,1,2,False,False,False,False
5.0,16.1,0.0,2016,1,1,3,False,False,False,False
5.0,16.1,0.0,2016,1,1,4,False,False,False,False
5.0,16.1,0.0,2016,1,1,5,False,False,False,False
4.4,16.1,0.0,2016,1,1,6,False,False,False,False
4.4,16.1,0.0,2016,1,1,7,False,False,False,False
3.9,16.1,0.0,2016,1,1,8,False,False,False,False
3.9,16.1,0.0,2016,1,1,9,False,False,False,False
3.9,16.1,0.0,2016,1,1,10,False,False,False,False
4.4,16.1,0.0,2016,1,1,11,False,False,False,False
4.4,16.1,0.0,2016,1,1,12,False,False,False,False
4.4,16.1,0.0,2016,1,1,13,False,False,False,False
4.4,16.1,0.0,2016,1,1,14,False,False,False,False
4.4,16.1,0.0,2016,1,1,15,False,False,False,False
3.9,16.1,0.0,2016,1,1,16,False,False,False,False
3.9,16.1,0.0,2016,1,1,17,False,False,False,False
3.3,16.1,0.0,2016,1,1,18,False,False,False,False
3.3,16.1,0.0,2016,1,1,19,False,False,False,False
2.8,16.1,0.0,2016,1,1,20,False,False,False,False
2.8,16.1,0.0,2016,1,1,21,False,False,False,False
2.2,16.1,0.0,2016,1,1,22,False,False,False,False
1.7,16.1,0.0,2016,1,1,23,False,False,False,False
1.7,16.1,0.0,2016,1,2,0,False,False,False,False
1.7,16.1,0.0,2016,1,2,1,False,False,False,False
1.1,16.1,0.0,2016,1,2,2,False,False,False,False
1.1,16.1,0.0,2016,1,2,3,False,False,False,False
1.1,16.1,0.0,2016,1,2,4,False,False,False,False
1.1,16.1,0.0,2016,1,2,5,False,False,False,False
0.6,16.1,0.0,2016,1,2,6,False,False,False,False
0.6,16.1,0.0,2016,1,2,7,False,False,False,False
0.6,16.1,0.0,2016,1,2,8,False,False,False,False
1.1,16.1,0.0,2016,1,2,9,False,False,False,False
1.1,16.1,0.0,2016,1,2,10,False,False,False,False
1.7,16.1,0.0,2016,1,2,11,False,False,False,False
2.8,16.1,0.0,2016,1,2,12,False,False,False,False
2.8,16.1,0.0,2016,1,2,13,False,False,False,False
3.3,16.1,0.0,2016,1,2,14,False,False,False,False
3.9,16.1,0.0,2016,1,2,15,False,False,False,False
3.9,16.1,0.0,2016,1,2,16,False,False,False,False
4.4,16.1,0.0,2016,1,2,17,False,False,False,False
3.9,16.1,0.0,2016,1,2,18,False,False,False,False
2.8,16.1,0.0,2016,1,2,19,False,False,False,False
2.2,16.1,0.0,2016,1,2,20,False,False,False,False
2.2,16.1,0.0,2016,1,2,21,False,False,False,False
1.7,16.1,0.0,2016,1,2,22,False,False,False,False
2.2,16.1,0.0,2016,1,2,23,False,False,False,False
1.7,16.1,0.0,2016,1,3,0,False,False,False,False
2.2,16.1,0.0,2016,1,3,1,False,False,False,False
1.7,16.1,0.0,2016,1,3,2,False,False,False,False
2.2,16.1,0.0,2016,1,3,3,False,False,False,False
2.2,16.1,0.0,2016,1,3,4,False,False,False,False
2.2,16.1,0.0,2016,1,3,5,False,False,False,False
2.8,16.1,0.0,2016,1,3,6,False,False,False,False
2.2,16.1,0.0,2016,1,3,7,False,False,False,False
1.7,16.1,0.0,2016,1,3,8,False,False,False,False
2.2,16.1,0.0,2016,1,3,9,False,False,False,False
3.3,16.1,0.0,2016,1,3,10,False,False,False,False
3.9,16.1,0.0,2016,1,3,11,False,False,False,False
6.1,16.1,0.0,2016,1,3,12,False,False,False,False
6.7,16.1,0.0,2016,1,3,13,False,False,False,False
6.7,16.1,0.0,2016,1,3,14,False,False,False,False
6.7,16.1,0.0,2016,1,3,15,False,False,False,False
5.6,16.1,0.0,2016,1,3,16,False,False,False,False
5.0,16.1,0.0,2016,1,3,17,False,False,False,False
5.0,16.1,0.0,2016,1,3,18,False,False,False,False
5.0,16.1,0.0,2016,1,3,19,False,False,False,False
4.4,16.1,0.0,2016,1,3,20,False,False,False,False
3.9,16.1,0.0,2016,1,3,21,False,False,False,False
3.3,16.1,0.0,2016,1,3,22,False,False,False,False
2.8,16.1,0.0,2016,1,3,23,False,False,False,False
2.8,16.1,0.0,2016,1,4,0,False,False,False,False
2.2,16.1,0.0,2016,1,4,1,False,False,False,False
2.2,16.1,0.0,2016,1,4,2,False,False,False,False
2.2,16.1,0.0,2016,1,4,3,False,False,False,False
1.7,16.1,0.0,2016,1,4,4,False,False,False,False
1.1,16.1,0.0,2016,1,4,5,False,False,False,False
0.6,16.1,0.0,2016,1,4,6,False,False,False,False
-0.6,16.1,0.0,2016,1,4,7,False,False,False,False
-1.1,16.1,0.0,2016,1,4,8,False,False,False,False
-1.7,16.1,0.0,2016,1,4,9,False,False,False,False
-1.7,16.1,0.0,2016,1,4,10,False,False,False,False
-2.2,16.1,0.0,2016,1,4,11,False,False,False,False
-2.2,16.1,0.0,2016,1,4,12,False,False,False,False
-2.2,16.1,0.0,2016,1,4,13,False,False,False,False
-1.1,16.1,0.0,2016,1,4,14,False,False,False,False
-2.2,16.1,0.0,2016,1,4,15,False,False,False,False
-2.2,16.1,0.0,2016,1,4,16,False,False,False,False
-3.3,16.1,0.0,2016,1,4,17,False,False,False,False
-5.0,16.1,0.0,2016,1,4,18,False,False,False,False
-6.1,16.1,0.0,2016,1,4,19,False,False,False,False
-6.7,16.1,0.0,2016,1,4,20,False,False,False,False
-7.2,16.1,0.0,2016,1,4,21,False,False,False,False
-7.8,16.1,0.0,2016,1,4,22,False,False,False,False
-8.3,16.1,0.0,2016,1,4,23,False,False,False,False
-11.1,16.1,0.0,2016,1,5,4,False,False,False,False
-11.1,16.1,0.0,2016,1,5,5,False,False,False,False
-11.1,16.1,0.0,2016,1,5,6,False,False,False,False
-11.7,16.1,0.0,2016,1,5,7,False,False,False,False
-11.7,16.1,0.0,2016,1,5,8,False,False,False,False
-11.1,16.1,0.0,2016,1,5,9,False,False,False,False
-10.6,16.1,0.0,2016,1,5,10,False,False,False,False
-8.3,16.1,0.0,2016,1,5,11,False,False,False,False
-7.2,16.1,0.0,2016,1,5,12,False,False,False,False
-5.6,16.1,0.0,2016,1,5,13,False,False,False,False
-3.9,16.1,0.0,2016,1,5,14,False,False,False,False
-2.8,16.1,0.0,2016,1,5,15,False,False,False,False
-2.2,16.1,0.0,2016,1,5,16,False,False,False,False
-2.2,16.1,0.0,2016,1,5,17,False,False,False,False
-2.2,16.1,0.0,2016,1,5,18,False,False,False,False
-2.8,16.1,0.0,2016,1,5,19,False,False,False,False
-2.8,16.1,0.0,2016,1,5,20,False,False,False,False
-2.2,16.1,0.0,2016,1,5,21,False,False,False,False
-1.7,16.1,0.0,2016,1,5,22,False,False,False,False
-2.2,16.1,0.0,2016,1,5,23,False,False,False,False
-2.2,16.1,0.0,2016,1,6,0,False,False,False,False
-2.8,16.1,0.0,2016,1,6,1,False,False,False,False
-2.2,16.1,0.0,2016,1,6,2,False,False,False,False
-2.8,16.1,0.0,2016,1,6,3,False,False,False,False
-3.3,16.1,0.0,2016,1,6,4,False,False,False,False
-3.3,16.1,0.0,2016,1,6,5,False,False,False,False
-3.9,16.1,0.0,2016,1,6,6,False,False,False,False
-3.3,16.1,0.0,2016,1,6,7,False,False,False,False
-3.3,16.1,0.0,2016,1,6,8,False,False,False,False
-2.8,16.1,0.0,2016,1,6,9,False,False,False,False
-1.1,16.1,0.0,2016,1,6,10,False,False,False,False
-1.1,16.1,0.0,2016,1,6,11,False,False,False,False
0.6,16.1,0.0,2016,1,6,12,False,False,False,False
2.2,16.1,0.0,2016,1,6,13,False,False,False,False
3.3,16.1,0.0,2016,1,6,14,False,False,False,False
4.4,16.1,0.0,2016,1,6,15,False,False,False,False
4.4,16.1,0.0,2016,1,6,16,False,False,False,False
3.9,16.1,0.0,2016,1,6,17,False,False,False,False
3.3,16.1,0.0,2016,1,6,18,False,False,False,False
3.3,16.1,0.0,2016,1,6,19,False,False,False,False
2.8,16.1,0.0,2016,1,6,20,False,False,False,False
2.2,16.1,0.0,2016,1,6,21,False,False,False,False
2.8,16.1,0.0,2016,1,6,22,False,False,False,False
2.2,16.1,0.0,2016,1,6,23,False,False,False,False
1.7,16.1,0.0,2016,1,7,0,False,False,False,False
1.1,16.1,0.0,2016,1,7,1,False,False,False,False
1.7,16.1,0.0,2016,1,7,2,False,False,False,False
1.1,16.1,0.0,2016,1,7,3,False,False,False,False
0.6,16.1,0.0,2016,1,7,4,False,False,False,False
0.6,16.1,0.0,2016,1,7,5,False,False,False,False
0.0,16.1,0.0,2016,1,7,6,False,False,False,False
0.0,16.1,0.0,2016,1,7,7,False,False,False,False
-0.6,16.1,0.0,2016,1,7,8,False,False,False,False
0.0,16.1,0.0,2016,1,7,9,False,False,False,False
1.7,16.1,0.0,2016,1,7,10,False,False,False,False
3.3,16.1,0.0,2016,1,7,11,False,False,False,False
5.6,16.1,0.0,2016,1,7,12,False,False,False,False
5.6,16.1,0.0,2016,1,7,13,False,False,False,False
6.7,16.1,0.0,2016,1,7,14,False,False,False,False
7.2,16.1,0.0,2016,1,7,15,False,False,False,False
7.2,16.1,0.0,2016,1,7,16,False,False,False,False
7.8,16.1,0.0,2016,1,7,17,False,False,False,False
7.2,16.1,0.0,2016,1,7,18,False,False,False,False
7.2,16.1,0.0,2016,1,7,19,False,False,False,False
6.7,16.1,0.0,2016,1,7,20,False,False,False,False
5.6,16.1,0.0,2016,1,7,21,False,False,False,False
5.6,16.1,0.0,2016,1,7,22,False,False,False,False
5.6,16.1,0.0,2016,1,7,23,False,False,False,False
3.9,16.1,0.0,2016,1,8,0,False,False,False,False
4.0,16.1,0.0,2016,1,8,1,False,False,False,False
3.0,16.1,0.0,2016,1,8,2,False,False,False,False
3.0,16.1,0.0,2016,1,8,3,False,False,False,False
3.0,16.1,0.0,2016,1,8,4,False,False,False,False
2.0,16.1,0.0,2016,1,8,5,False,False,False,False
2.0,16.1,0.0,2016,1,8,6,False,False,False,False
2.0,16.1,0.0,2016,1,8,7,False,False,False,False
2.0,16.1,0.0,2016,1,8,8,False,False,False,False
3.0,16.1,0.0,2016,1,8,9,False,False,False,False
4.0,16.1,0.0,2016,1,8,11,False,False,False,False
5.0,16.1,0.0,2016,1,8,12,False,False,False,False
6.0,16.1,0.0,2016,1,8,13,False,False,False,False
6.0,16.1,0.0,2016,1,8,14,False,False,False,False
6.0,16.1,0.0,2016,1,8,15,False,False,False,False
6.1,16.1,0.0,2016,1,8,16,False,False,False,False
6.1,16.1,0.0,2016,1,8,17,False,False,False,False
6.7,16.1,0.0,2016,1,8,18,False,False,False,False
6.7,16.1,0.0,2016,1,8,19,False,False,False,False
6.7,16.1,0.0,2016,1,8,20,False,False,False,False
6.7,16.1,0.0,2016,1,8,21,False,False,False,False
6.7,16.1,0.0,2016,1,8,22,False,False,False,False
5.6,16.1,0.0,2016,1,8,23,False,False,False,False
5.6,16.1,0.0,2016,1,9,0,False,False,False,False
5.0,16.1,0.0,2016,1,9,1,False,False,False,False
5.0,16.1,0.0,2016,1,9,2,False,False,False,False
5.0,16.1,0.0,2016,1,9,3,False,False,False,False
5.0,16.1,0.0,2016,1,9,4,False,False,False,False
4.4,16.1,0.0,2016,1,9,5,False,False,False,False
5.0,16.1,0.0,2016,1,9,6,False,False,False,False
5.0,16.1,0.0,2016,1,9,7,False,False,False,False
5.0,16.1,0.0,2016,1,9,8,False,False,False,False
5.6,14.5,0.0,2016,1,9,9,False,False,False,False
5.6,14.5,0.0,2016,1,9,10,False,False,False,False
6.7,14.5,0.0,2016,1,9,11,False,False,False,False
6.7,14.5,0.0,2016,1,9,12,False,False,False,False
7.8,14.5,0.0,2016,1,9,13,False,False,False,False
7.8,8.0,0.0,2016,1,9,14,False,False,True,False
7.8,12.9,0.0,2016,1,9,15,False,False,False,False
7.8,12.9,0.0,2016,1,9,16,False,False,False,False
7.2,12.9,0.0,2016,1,9,17,False,False,False,False
7.2,14.5,0.0,2016,1,9,18,False,False,False,False
7.8,16.1,0.0,2016,1,9,19,False,False,False,False
7.8,16.1,0.0,2016,1,9,20,False,False,False,False
8.3,16.1,0.0,2016,1,9,21,False,False,False,False
7.8,11.3,0.0,2016,1,9,22,False,False,False,False
7.8,12.9,0.0,2016,1,9,23,False,False,False,False
7.8,8.0,0.0,2016,1,10,0,False,False,False,False
7.8,6.4,0.0,2016,1,10,1,False,False,False,False
7.8,8.0,0.0,2016,1,10,2,False,False,False,False
7.8,11.3,0.0,2016,1,10,3,False,False,False,False
7.8,12.9,0.0,2016,1,10,4,False,False,True,False
7.2,4.8,1.3,2016,1,10,5,False,False,True,False
7.2,2.4,5.1,2016,1,10,6,False,False,False,True
7.2,2.8,8.1,2016,1,10,7,False,False,True,False
7.8,2.8,5.1,2016,1,10,8,False,False,False,True
8.9,2.0,11.9,2016,1,10,9,False,False,False,True
10.0,8.0,11.7,2016,1,10,10,False,False,True,False
13.9,8.0,0.3,2016,1,10,11,False,False,False,False
13.9,2.8,0.3,2016,1,10,12,False,False,True,False
13.9,4.0,0.5,2016,1,10,13,False,False,True,False
14.4,6.4,0.8,2016,1,10,14,False,False,False,False
15.0,11.3,0.0,2016,1,10,15,False,False,False,False
13.9,8.0,0.0,2016,1,10,16,False,False,False,False
13.9,4.8,0.3,2016,1,10,17,False,False,True,False
13.9,16.1,0.5,2016,1,10,18,False,False,False,False
13.3,16.1,0.0,2016,1,10,19,False,False,False,False
12.8,16.1,0.0,2016,1,10,20,False,False,False,False
11.1,16.1,0.0,2016,1,10,21,False,False,False,False
8.3,16.1,0.0,2016,1,10,22,False,False,False,False
6.1,16.1,0.0,2016,1,10,23,False,False,False,False
5.0,16.1,0.0,2016,1,11,0,False,False,False,False
5.0,16.1,0.0,2016,1,11,1,False,False,False,False
3.9,16.1,0.0,2016,1,11,2,False,False,False,False
3.9,16.1,0.0,2016,1,11,3,False,False,False,False
2.2,16.1,0.0,2016,1,11,4,False,False,False,False
1.1,16.1,0.0,2016,1,11,5,False,False,False,False
0.6,16.1,0.0,2016,1,11,6,False,False,False,False
0.0,16.1,0.0,2016,1,11,7,False,False,False,False
-0.6,16.1,0.0,2016,1,11,8,False,False,False,False
-1.1,16.1,0.0,2016,1,11,9,False,False,False,False
-1.1,16.1,0.0,2016,1,11,10,False,False,False,False
-0.6,16.1,0.0,2016,1,11,11,False,False,False,False
-0.6,16.1,0.0,2016,1,11,12,False,False,False,False
0.0,16.1,0.0,2016,1,11,13,False,False,False,False
0.6,16.1,0.0,2016,1,11,14,False,False,False,False
0.6,16.1,0.0,2016,1,11,15,False,False,False,False
0.6,16.1,0.0,2016,1,11,16,False,False,False,False
0.6,16.1,0.0,2016,1,11,17,False,False,False,False
0.0,16.1,0.0,2016,1,11,18,False,False,False,False
-0.6,16.1,0.0,2016,1,11,19,False,False,False,False
-1.7,16.1,0.0,2016,1,11,20,False,False,False,False
-1.7,16.1,0.0,2016,1,11,21,False,False,False,False
-2.2,16.1,0.0,2016,1,11,22,False,False,False,False
-2.8,16.1,0.0,2016,1,11,23,False,False,False,False
-2.8,16.1,0.0,2016,1,12,0,False,False,False,False
-3.3,16.1,0.0,2016,1,12,1,False,False,False,False
-3.9,16.1,0.0,2016,1,12,2,False,False,False,False
-3.9,16.1,0.0,2016,1,12,3,False,False,False,False
-3.9,16.1,0.0,2016,1,12,4,False,False,False,False
-3.3,16.1,0.0,2016,1,12,5,False,False,False,False
-3.3,16.1,0.0,2016,1,12,6,False,False,False,False
-3.3,16.1,0.0,2016,1,12,7,False,False,False,False
-2.8,16.1,0.0,2016,1,12,8,False,False,False,False
-2.2,16.1,0.0,2016,1,12,9,False,False,False,False
-1.7,16.1,0.0,2016,1,12,10,False,False,False,False
0.6,16.1,0.0,2016,1,12,11,False,False,False,False
3.3,16.1,0.0,2016,1,12,12,False,False,False,False
4.4,16.1,0.0,2016,1,12,13,False,False,False,False
5.6,16.1,0.0,2016,1,12,14,False,False,False,False
6.1,16.1,0.0,2016,1,12,15,False,False,False,False
6.7,16.1,0.0,2016,1,12,16,False,False,False,False
6.1,16.1,0.0,2016,1,12,17,False,False,False,False
2.8,16.1,0.0,2016,1,12,18,False,False,False,False
2.2,16.1,0.0,2016,1,12,19,False,False,False,False
2.8,16.1,0.0,2016,1,12,20,False,False,False,False
3.3,16.1,0.0,2016,1,12,21,False,False,False,False
2.8,16.1,0.0,2016,1,12,22,False,False,False,False
0.6,16.1,0.0,2016,1,12,23,False,False,False,False
0.0,16.1,0.0,2016,1,13,0,False,False,False,False
-1.1,16.1,0.0,2016,1,13,1,False,False,False,False
-2.8,16.1,0.0,2016,1,13,2,False,False,False,False
-3.3,16.1,0.0,2016,1,13,3,False,False,False,False
-3.9,16.1,0.0,2016,1,13,4,False,False,False,False
-4.4,16.1,0.0,2016,1,13,5,False,False,False,False
-5.0,16.1,0.0,2016,1,13,6,False,False,False,False
-5.0,16.1,0.0,2016,1,13,7,False,False,False,False
-5.6,16.1,0.0,2016,1,13,8,False,False,False,False
-5.6,16.1,0.0,2016,1,13,9,False,False,False,False
-5.0,16.1,0.0,2016,1,13,10,False,False,False,False
-4.4,16.1,0.0,2016,1,13,11,False,False,False,False
-3.9,16.1,0.0,2016,1,13,12,False,False,False,False
-3.3,16.1,0.0,2016,1,13,13,False,False,False,False
-2.2,16.1,0.0,2016,1,13,14,False,False,False,False
-2.2,16.1,0.0,2016,1,13,15,False,False,False,False
-2.2,16.1,0.0,2016,1,13,16,False,False,False,False
-2.2,16.1,0.0,2016,1,13,17,False,False,False,False
-2.8,16.1,0.0,2016,1,13,18,False,False,False,False
-3.3,16.1,0.0,2016,1,13,19,False,False,False,False
-3.9,16.1,0.0,2016,1,13,20,False,False,False,False
-4.4,16.1,0.0,2016,1,13,21,False,False,False,False
-4.4,16.1,0.0,2016,1,13,22,False,False,False,False
-4.4,16.1,0.0,2016,1,13,23,False,False,False,False
-5.0,16.1,0.0,2016,1,14,0,False,False,False,False
-5.0,16.1,0.0,2016,1,14,1,False,False,False,False
-5.0,16.1,0.0,2016,1,14,2,False,False,False,False
-5.6,16.1,0.0,2016,1,14,3,False,False,False,False
-5.0,16.1,0.0,2016,1,14,4,False,False,False,False
-5.0,16.1,0.0,2016,1,14,5,False,False,False,False
-5.0,16.1,0.0,2016,1,14,6,False,False,False,False
-4.4,16.1,0.0,2016,1,14,7,False,False,False,False
-4.4,16.1,0.0,2016,1,14,8,False,False,False,False
-4.4,16.1,0.0,2016,1,14,9,False,False,False,False
-3.3,16.1,0.0,2016,1,14,10,False,False,False,False
-2.8,16.1,0.0,2016,1,14,11,False,False,False,False
-1.7,16.1,0.0,2016,1,14,12,False,False,False,False
-0.6,16.1,0.0,2016,1,14,13,False,False,False,False
0.6,16.1,0.0,2016,1,14,14,False,False,False,False
1.7,16.1,0.0,2016,1,14,15,False,False,False,False
2.2,16.1,0.0,2016,1,14,16,False,False,False,False
2.8,16.1,0.0,2016,1,14,17,False,False,False,False
2.8,16.1,0.0,2016,1,14,18,False,False,False,False
2.8,16.1,0.0,2016,1,14,19,False,False,False,False
2.8,16.1,0.0,2016,1,14,20,False,False,False,False
3.3,16.1,0.0,2016,1,14,21,False,False,False,False
2.8,16.1,0.0,2016,1,14,22,False,False,False,False
2.8,16.1,0.0,2016,1,14,23,False,False,False,False
2.8,16.1,0.0,2016,1,15,0,False,False,False,False
2.8,16.1,0.0,2016,1,15,1,False,False,False,False
2.2,16.1,0.0,2016,1,15,2,False,False,False,False
2.8,16.1,0.0,2016,1,15,3,False,False,False,False
2.2,16.1,0.0,2016,1,15,4,False,False,False,False
1.7,16.1,0.0,2016,1,15,5,False,False,False,False
1.7,16.1,0.0,2016,1,15,6,False,False,False,False
2.8,16.1,0.0,2016,1,15,7,False,False,False,False
2.8,16.1,0.0,2016,1,15,8,False,False,False,False
2.8,12.9,0.0,2016,1,15,9,False,False,False,False
3.9,11.3,0.0,2016,1,15,10,False,False,False,False
5.0,12.9,0.0,2016,1,15,11,False,False,False,False
5.6,12.9,0.0,2016,1,15,12,False,False,False,False
7.8,11.3,0.0,2016,1,15,13,False,False,False,False
8.9,14.5,0.0,2016,1,15,14,False,False,False,False
10.6,16.1,0.0,2016,1,15,15,False,False,False,False
10.0,16.1,0.0,2016,1,15,16,False,False,False,False
9.4,16.1,0.0,2016,1,15,17,False,False,False,False
9.4,16.1,0.0,2016,1,15,18,False,False,False,False
9.4,16.1,0.0,2016,1,15,19,False,False,False,False
9.4,16.1,0.0,2016,1,15,20,False,False,False,False
9.4,16.1,0.0,2016,1,15,21,False,False,False,False
8.9,16.1,0.0,2016,1,15,22,False,False,False,False
7.8,16.1,0.0,2016,1,15,23,False,False,False,False
7.8,16.1,0.0,2016,1,16,0,False,False,False,False
7.8,14.5,0.0,2016,1,16,1,False,False,False,False
7.2,11.3,0.0,2016,1,16,2,False,False,False,False
6.1,3.2,0.5,2016,1,16,3,False,False,True,False
5.6,6.4,3.0,2016,1,16,4,False,False,True,False
6.1,11.3,0.5,2016,1,16,5,False,False,True,False
6.1,9.7,1.0,2016,1,16,6,False,False,True,False
6.1,16.1,0.3,2016,1,16,7,False,False,False,False
6.1,11.3,0.3,2016,1,16,8,False,False,True,False
6.1,9.7,0.5,2016,1,16,9,False,False,True,False
6.1,12.9,0.3,2016,1,16,10,False,False,False,False
6.7,14.5,0.0,2016,1,16,11,False,False,False,False
7.2,16.1,0.0,2016,1,16,12,False,False,False,False
8.3,16.1,0.0,2016,1,16,13,False,False,False,False
10.0,16.1,0.0,2016,1,16,14,False,False,False,False
10.0,16.1,0.0,2016,1,16,15,False,False,False,False
10.6,16.1,0.0,2016,1,16,16,False,False,False,False
10.0,16.1,0.0,2016,1,16,17,False,False,False,False
10.0,16.1,0.0,2016,1,16,18,False,False,False,False
8.3,16.1,0.0,2016,1,16,19,False,False,False,False
7.8,16.1,0.0,2016,1,16,20,False,False,False,False
7.8,16.1,0.0,2016,1,16,21,False,False,False,False
7.2,16.1,0.0,2016,1,16,22,False,False,False,False
6.7,16.1,0.0,2016,1,16,23,False,False,False,False
6.1,16.1,0.0,2016,1,17,0,False,False,False,False
5.6,16.1,0.0,2016,1,17,1,False,False,False,False
5.6,16.1,0.0,2016,1,17,2,False,False,False,False
5.0,16.1,0.0,2016,1,17,3,False,False,False,False
5.0,16.1,0.0,2016,1,17,4,False,False,False,False
3.9,16.1,0.0,2016,1,17,5,False,False,False,False
2.8,16.1,0.0,2016,1,17,6,False,False,False,False
2.2,16.1,0.0,2016,1,17,7,False,False,False,False
1.7,16.1,0.0,2016,1,17,8,False,False,False,False
1.7,16.1,0.0,2016,1,17,9,False,False,False,False
1.7,16.1,0.0,2016,1,17,10,False,False,False,False
1.7,16.1,0.0,2016,1,17,11,False,False,False,False
1.7,16.1,0.0,2016,1,17,12,False,False,False,False
2.2,16.1,0.0,2016,1,17,13,False,False,False,False
2.2,16.1,0.0,2016,1,17,14,False,False,False,False
1.7,16.1,0.0,2016,1,17,15,False,False,False,False
1.1,16.1,0.0,2016,1,17,16,False,False,False,False
-0.6,1.2,0.0,2016,1,17,17,True,False,False,False
-1.1,0.8,0.5,2016,1,17,18,True,False,False,False
-1.1,1.6,0.5,2016,1,17,19,True,False,False,False
-1.1,4.0,0.3,2016,1,17,20,True,False,False,False
-1.1,11.3,0.0,2016,1,17,21,False,False,False,False
-1.1,12.9,0.0,2016,1,17,22,False,False,False,False
-1.1,14.5,0.0,2016,1,17,23,False,False,False,False
-0.6,16.1,0.0,2016,1,18,0,False,False,False,False
-0.6,16.1,0.0,2016,1,18,1,False,False,False,False
-0.6,16.1,0.0,2016,1,18,2,False,False,False,False
-0.6,12.9,0.0,2016,1,18,3,False,False,False,False
-1.1,12.9,0.0,2016,1,18,4,False,False,False,False
-1.1,16.1,0.0,2016,1,18,5,False,False,False,False
-1.7,16.1,0.0,2016,1,18,6,False,False,False,False
-2.8,16.1,0.0,2016,1,18,7,False,False,False,False
-5.0,14.5,0.0,2016,1,18,8,False,False,False,False
-5.6,16.1,0.0,2016,1,18,9,False,False,False,False
-5.0,16.1,0.0,2016,1,18,10,False,False,False,False
-5.0,16.1,0.0,2016,1,18,11,False,False,False,False
-4.4,16.1,0.0,2016,1,18,12,False,False,False,False
-3.3,16.1,0.0,2016,1,18,13,False,False,False,False
-3.3,16.1,0.0,2016,1,18,14,False,False,False,False
-2.2,16.1,0.0,2016,1,18,15,False,False,False,False
-3.3,16.1,0.0,2016,1,18,16,False,False,False,False
-3.9,16.1,0.0,2016,1,18,17,False,False,False,False
-5.0,16.1,0.0,2016,1,18,18,False,False,False,False
-5.0,16.1,0.0,2016,1,18,19,False,False,False,False
-5.6,16.1,0.0,2016,1,18,20,False,False,False,False
-6.1,16.1,0.0,2016,1,18,21,False,False,False,False
-6.7,16.1,0.0,2016,1,18,22,False,False,False,False
-6.7,16.1,0.0,2016,1,18,23,False,False,False,False
-7.2,16.1,0.0,2016,1,19,0,False,False,False,False
-7.8,16.1,0.0,2016,1,19,1,False,False,False,False
-7.8,16.1,0.0,2016,1,19,2,False,False,False,False
-8.3,16.1,0.0,2016,1,19,3,False,False,False,False
-8.3,16.1,0.0,2016,1,19,4,False,False,False,False
-8.3,16.1,0.0,2016,1,19,5,False,False,False,False
-8.3,16.1,0.0,2016,1,19,6,False,False,False,False
-8.3,16.1,0.0,2016,1,19,7,False,False,False,False
-8.9,16.1,0.0,2016,1,19,8,False,False,False,False
-8.9,16.1,0.0,2016,1,19,9,False,False,False,False
-7.8,16.1,0.0,2016,1,19,10,False,False,False,False
-6.7,16.1,0.0,2016,1,19,11,False,False,False,False
-5.0,16.1,0.0,2016,1,19,12,False,False,False,False
-4.4,16.1,0.0,2016,1,19,13,False,False,False,False
-3.9,16.1,0.0,2016,1,19,14,False,False,False,False
-3.3,16.1,0.0,2016,1,19,15,False,False,False,False
-2.8,16.1,0.0,2016,1,19,16,False,False,False,False
-2.2,16.1,0.0,2016,1,19,17,False,False,False,False
-2.2,16.1,0.0,2016,1,19,18,False,False,False,False
-2.2,16.1,0.0,2016,1,19,19,False,False,False,False
-2.8,16.1,0.0,2016,1,19,20,False,False,False,False
-2.8,16.1,0.0,2016,1,19,21,False,False,False,False
-2.8,16.1,0.0,2016,1,19,22,False,False,False,False
-2.8,16.1,0.0,2016,1,19,23,False,False,False,False
-2.2,16.1,0.0,2016,1,20,0,False,False,False,False
-2.2,16.1,0.0,2016,1,20,1,False,False,False,False
-1.7,16.1,0.0,2016,1,20,2,False,False,False,False
-2.2,16.1,0.0,2016,1,20,3,False,False,False,False
-2.2,16.1,0.0,2016,1,20,4,False,False,False,False
-2.2,16.1,0.0,2016,1,20,5,False,False,False,False
-2.8,16.1,0.0,2016,1,20,6,False,False,False,False
-2.2,16.1,0.0,2016,1,20,7,False,False,False,False
-2.2,16.1,0.0,2016,1,20,8,False,False,False,False
-1.7,16.1,0.0,2016,1,20,9,False,False,False,False
-1.1,16.1,0.0,2016,1,20,10,False,False,False,False
-0.6,16.1,0.0,2016,1,20,11,False,False,False,False
0.6,16.1,0.0,2016,1,20,12,False,False,False,False
1.7,16.1,0.0,2016,1,20,13,False,False,False,False
2.2,16.1,0.0,2016,1,20,14,False,False,False,False
2.2,16.1,0.0,2016,1,20,15,False,False,False,False
2.2,16.1,0.0,2016,1,20,16,False,False,False,False
2.2,16.1,0.0,2016,1,20,17,False,False,False,False
1.7,16.1,0.0,2016,1,20,18,False,False,False,False
1.1,16.1,0.0,2016,1,20,19,False,False,False,False
1.1,16.1,0.0,2016,1,20,20,False,False,False,False
0.6,16.1,0.0,2016,1,20,21,False,False,False,False
0.6,16.1,0.0,2016,1,20,22,False,False,False,False
0.0,16.1,0.0,2016,1,20,23,False,False,False,False
